Name;Year;Theme;Theme_Group;Subtheme;Category;Packaging;Availability;Pieces;Minifigures;Owned
Cruz Ramirez Race Simulator;2017;Juniors;Junior;Cars 3;Normal;Box;Retail;590;10;16910
Guido and Luigi's Pit Stop;2017;Juniors;Junior;Cars 3;Normal;Box;Retail;750;20;17440
Mater's Junkyard;2017;Juniors;Junior;Cars 3;Normal;Box;Retail;620;10;21440
Demolition Site;2017;Juniors;Junior;City;Normal;Box;Retail;1750;30;8300
Police Truck Chase;2017;Juniors;Junior;City;Normal;Box;Retail;900;20;6990
Anna and Elsa's Frozen Playground;2017;Juniors;Junior;Disney Princess;Normal;Box;Retail;940;20;13210
Batman vs. Mr. Freeze;2017;Juniors;Junior;DC Comics Super Heroes;Normal;Box;Retail;630;20;23960
Snow White's Forest Cottage;2017;Juniors;Junior;Disney Princess;Normal;Box;Retail;670;10;14080
Shark Attack;2017;Juniors;Junior;Ninjago;Normal;Box;Retail;1080;30;12520
Fire Patrol Suitcase;2017;Juniors;Junior;City;Normal;Other;Retail;1100;20;11070
Willy's Butte Speed Training;2017;Juniors;Junior;Cars 3;Normal;Box;Retail;950;20;14180
Smokey's Garage;2017;Juniors;Junior;Cars 3;Normal;Box;Retail;1160;30;16310
Thunder Hollow Crazy 8 Race;2017;Juniors;Junior;Cars 3;Normal;Box;Retail;1910;40;12020
Florida 500 Final Race;2017;Juniors;Junior;Cars 3;Normal;Box;Retail;2660;50;11720
Mia's Farm Suitcase;2017;Juniors;Junior;Friends;Normal;Other;Retail;1000;10;5350
Andrea and Stephanie's Beach Holiday;2017;Juniors;Junior;Friends;Normal;Box;Retail;1430;20;3310
Batwing Adventure;2017;Duplo;Pre-school;Batman;Normal;Box;Retail;280;20;3940
Birthday Party;2017;Duplo;Pre-school;;Normal;{Not specified};{Not specified};190;30;3830
Nursery School;2017;Duplo;Pre-school;;Normal;{Not specified};{Not specified};390;30;3850
Pizzeria;2017;Duplo;Pre-school;;Normal;Box;Retail;570;30;5510
Family House;2017;Duplo;Pre-school;;Normal;{Not specified};{Not specified};690;30;5460
Neighborhood;2017;Duplo;Pre-school;;Normal;{Not specified};{Not specified};980;50;1980
Santa's Winter Holiday;2017;Duplo;Pre-school;;Normal;Box;Retail;450;30;6980
Pets;2017;Duplo;Pre-school;;Normal;{Not specified};{Not specified};150;;8620
Shooting Gallery;2017;Duplo;Pre-school;;Normal;Box;Retail;320;20;2690
Big Fair;2017;Duplo;Pre-school;;Normal;Box;Retail;1060;50;4240
Fun Family Fair;2017;Duplo;Pre-school;;Normal;Box;Retail;610;40;1650
Batcave Challenge;2017;Duplo;Pre-school;Batman;Normal;{Not specified};{Not specified};730;40;2810
Mickey Racer;2017;Duplo;Pre-school;Mickey and the Roadster Racers;Normal;Box;Retail;150;10;3880
Minnie Mouse Bow-tique;2017;Duplo;Pre-school;Minnie;Normal;Box;Retail;700;20;2540
My First Carousel;2017;Duplo;Pre-school;;Normal;{Not specified};{Not specified};240;30;5120
Flo's Caf̩;2017;Duplo;Pre-school;Cars 3;Normal;Box;Retail;280;30;3590
My First Number Train;2017;Duplo;Pre-school;;Normal;{Not specified};{Not specified};230;20;16650
My First Building Blocks;2017;Duplo;Pre-school;;Normal;{Not specified};{Not specified};800;;6280
My First Plane;2017;Duplo;Pre-school;;Normal;{Not specified};{Not specified};100;;5660
My First Birthday Cake;2017;Duplo;Pre-school;;Normal;{Not specified};{Not specified};80;;4970
My First Bus;2017;Duplo;Pre-school;;Normal;{Not specified};{Not specified};60;;7800
My First Parrot;2017;Duplo;Pre-school;;Normal;{Not specified};{Not specified};70;;4110
Abundant Wildlife Creative Building Set;2017;Duplo;Pre-school;;Normal;{Not specified};{Not specified};750;;1310
Creative Box;2017;Duplo;Pre-school;;Normal;{Not specified};{Not specified};1200;10;2750
Cinderella's Magical Castle;2017;Duplo;Pre-school;Disney Princess;Normal;{Not specified};{Not specified};560;20;1610
Mater's Shed;2017;Duplo;Pre-school;Cars 3;Normal;Box;Retail;230;10;4060
Piston Cup Race;2017;Duplo;Pre-school;Cars 3;Normal;Box;Retail;310;30;4330
NEXO KNIGHTS: Build Your Own Adventure parts ;2017;Nexo Knights;Action/Adventure;Book Parts;Normal;Polybag;Retail - limited;780;10;1710
DC Comics Super Heroes Build Your Own Adventure parts;2017;DC Comics Super Heroes;Licensed;Book Parts;Normal;Polybag;Retail - limited;800;10;12170
Boost Creative Toolbox;2017;Boost;Miscellaneous;;Normal;Box;Retail;8430;;45360
Sydney;2017;Architecture;Model making;Skylines;Normal;Box;Retail - limited;3610;;62850
Chicago;2017;Architecture;Model making;Skylines;Normal;Box;Retail - limited;4440;;57780
London;2017;Architecture;Model making;Skylines;Normal;Box;Retail - limited;4680;;146650
Solomon R. Guggenheim Museum;2017;Architecture;Model making;Landmark Series;Normal;Box;Retail - limited;7440;;40720
Arc de Triomphe;2017;Architecture;Model making;Landmark Series;Normal;Box;Retail - limited;3860;;55980
LEGO House;2017;Architecture;Model making;Miscellaneous;Normal;Box;Retail - limited;7740;;39550
The Mushroom Island;2017;Minecraft;Licensed;Minifig-scale;Normal;Box;Retail;2470;20;25150
The Nether Railway;2017;Minecraft;Licensed;Minifig-scale;Normal;Box;Retail;3870;20;20570
The Ice Spikes;2017;Minecraft;Licensed;Minifig-scale;Normal;Box;Retail;4540;20;9340
Jungle Temple;2017;Minecraft;Licensed;Minifig-scale;Normal;Box;Retail;5980;30;7860
The Witch Hut;2017;Minecraft;Licensed;Minifig-scale;Normal;Box;Retail;5020;20;7900
The Waterfall Base;2017;Minecraft;Licensed;Minifig-scale;Normal;Box;Retail;7290;40;11580
The Crafting Box 2.0;2017;Minecraft;Licensed;Minifig-scale;Normal;Box;Retail;7170;20;14590
The Ocean Monument;2017;Minecraft;Licensed;Minifig-scale;Normal;Box;Retail;11220;20;9000
The Mountain Cave;2017;Minecraft;Licensed;Minifig-scale;Normal;Box;LEGO exclusive;28630;60;9150
Adventure Time;2017;Ideas;Miscellaneous;Licensed;Normal;Box;Retail - limited;4950;;29480
NASA Apollo Saturn V;2017;Ideas;Miscellaneous;NASA;Normal;Box;Retail - limited;19690;;238920
Old Fishing Store;2017;Ideas;Miscellaneous;;Normal;Box;Retail - limited;20490;40;146170
Women of NASA;2017;Ideas;Miscellaneous;NASA;Normal;Box;Retail - limited;2310;40;114680
My First Fish;2017;Duplo;Pre-school;;Normal;Polybag;{Not specified};70;;3810
My Town - Policeman;2017;Duplo;Pre-school;;Normal;Polybag;{Not specified};30;;880
My Town - Girl;2017;Duplo;Pre-school;;Normal;Polybag;{Not specified};30;;750
My Town - Cat;2017;Duplo;Pre-school;;Normal;Polybag;{Not specified};30;;990
My Town - Male;2017;Duplo;Pre-school;;Normal;Polybag;{Not specified};30;;800
My Town - Female;2017;Duplo;Pre-school;;Normal;Polybag;{Not specified};30;;740
Fire Car;2017;Juniors;Junior;Fire;Normal;Polybag;{Not specified};280;10;11730
Police Helicopter;2017;City;Modern day;Police;Normal;Polybag;LEGO exclusive;440;10;38110
Police Car;2017;City;Modern day;Police;Normal;Polybag;{Not specified};500;10;39940
Tractor;2017;City;Modern day;Construction;Normal;Polybag;{Not specified};430;10;14510
Hot Rod;2017;City;Modern day;Traffic;Normal;Polybag;Promotional;380;10;39020
Jungle ATV;2017;City;Modern day;Jungle;Normal;Polybag;{Not specified};320;10;27080
Knighton Rider;2017;Nexo Knights;Action/Adventure;Promotional;Normal;Polybag;LEGO exclusive;420;10;13440
Motor Horse;2017;Nexo Knights;Action/Adventure;Miscellaneous;Normal;Polybag;{Not specified};470;10;11620
Shrunken Headquarters;2017;Nexo Knights;Action/Adventure;Promotional;Normal;Polybag;LEGO exclusive;480;10;12040
Quake Mech;2017;The LEGO Ninjago Movie;Licensed;Promotional;Normal;Polybag;{Not specified};640;;19670
Gymnastic Bar;2017;Friends;Modern day;Sports;Normal;Polybag;{Not specified};260;10;15870
Pool Foam Slide;2017;Friends;Modern day;Summer;Normal;Polybag;{Not specified};400;10;16190
Snowboard Tricks;2017;Friends;Modern day;Snow Resort;Normal;Polybag;Promotional;270;10;16250
CRU Master's Training Grounds;2017;Ninjago;Action/Adventure;General;Normal;Polybag;{Not specified};430;20;21760
Stealthy Swamp Airboat;2017;Ninjago;Action/Adventure;The Hands of Time;Normal;Polybag;{Not specified};380;10;19710
Ice Tank;2017;The LEGO Ninjago Movie;Licensed;Promotional;Normal;Polybag;Retail;710;;29510
Green Ninja Mech Dragon;2017;The LEGO Ninjago Movie;Licensed;Promotional;Normal;Polybag;Promotional;600;;39880
The Milano;2017;Marvel Super Heroes;Licensed;Guardians of the Galaxy Vol. 2;Normal;Polybag;Promotional;640;;37750
Off Roader;2017;Creator;Model making;Miscellaneous;Normal;Polybag;{Not specified};330;;3110
Happy Turtle;2017;Creator;Model making;Miscellaneous;Normal;Polybag;{Not specified};330;;14790
Colorful Chameleon;2017;Creator;Model making;Miscellaneous;Normal;Polybag;{Not specified};530;;26220
Jolly Santa;2017;Creator;Model making;Seasonal;Normal;Polybag;Retail - limited;740;;34170
U-Wing Fighter;2017;Star Wars;Licensed;Rogue One;Normal;Polybag;{Not specified};550;;44090
First Order Heavy Assault Walker;2017;Star Wars;Licensed;The Last Jedi;Normal;Polybag;{Not specified};540;;76840
The Mini Batmobile;2017;The LEGO Batman Movie;Licensed;Miscellaneous;Normal;Polybag;{Not specified};680;;30710
Batman in the Phantom Zone;2017;The LEGO Batman Movie;Licensed;Miscellaneous;Normal;Polybag;Retail;590;10;65190
The Joker Battle Training;2017;The LEGO Batman Movie;Licensed;Miscellaneous;Normal;Polybag;Retail;490;10;44170
The Mini Batwing;2017;The LEGO Batman Movie;Licensed;Promotional;Normal;Polybag;LEGO exclusive;800;;63730
Krypto Saves the Day;2017;DC Super Hero Girls;Licensed;Promotional;Normal;Polybag;LEGO exclusive;550;;20900
Cinderella's Kitchen;2017;Disney;Licensed;Cinderella;Normal;Polybag;{Not specified};370;10;14550
Disco Batman - Tears of Batman ;2017;The LEGO Batman Movie;Licensed;Promotional;Normal;Polybag;LEGO exclusive;130;20;80450
Kendo Lloyd;2017;The LEGO Ninjago Movie;Licensed;Promotional;Normal;Polybag;Promotional;70;10;8660
Lloyd;2017;The LEGO Ninjago Movie;Licensed;Promotional;Normal;Polybag;LEGO exclusive;60;10;50260
Giant-Man Hank Pym;2017;Marvel Super Heroes;Licensed;Promotional;Normal;Polybag;Promotional;30;10;20390
R2-D2;2017;Star Wars;Licensed;Promotional;Normal;Polybag;LEGO exclusive;700;;90530
Batgirl;2017;The LEGO Batman Movie;Licensed;Promotional;Normal;Polybag;Retail - limited;90;10;19080
Blue Express ;2017;Creator;Model making;3 in 1;Normal;Box;Retail;710;;43670
Red Racer;2017;Creator;Model making;3 in 1;Normal;Box;Retail;720;;26480
Green Cruiser;2017;Creator;Model making;3 in 1;Normal;Box;Retail;1220;;32940
Air Blazer;2017;Creator;Model making;3 in 1;Normal;Box;Retail;1020;;27430
Mighty Dinosaurs;2017;Creator;Model making;3 in 1;Normal;Box;Retail;1740;;122450
Sunset Street Bike;2017;Creator;Model making;3 in 1;Normal;Box;Retail;1940;;11600
Airshow Aces;2017;Creator;Model making;3 in 1;Normal;Box;Retail;2460;;12480
Robo Explorer;2017;Creator;Model making;3 in 1;Normal;Box;Retail;2050;;55470
Beachside Vacation;2017;Creator;Model making;3 in 1;Normal;Box;Retail;2750;20;34810
Island Adventures;2017;Creator;Model making;3 in 1;Normal;Box;Retail;3590;10;22150
Park Street Townhouse;2017;Creator;Model making;3 in 1;Normal;Box;Retail;5660;20;46130
Space Shuttle Explorer;2017;Creator;Model making;3 in 1;Normal;Box;Retail;2850;10;49680
Modular Poolside Holiday;2017;Creator;Model making;3 in 1;Normal;Box;Retail;3560;20;36560
Modular Modern Home;2017;Creator;Model making;3 in 1;Normal;Box;Retail;3860;20;43730
Modular Family Villa;2017;Creator;Model making;3 in 1;Normal;Box;Retail;7280;30;35060
Turbo Track Racer;2017;Creator;Model making;3 in 1;Normal;Box;Retail;6640;;23400
Build My City Accessory Set;2017;City;Modern day;Miscellaneous;Normal;Box;LEGO exclusive;1000;;30420
Hedgehog Storage;2017;Friends;Modern day;Miscellaneous;Normal;Box;LEGO exclusive;2490;;8890
Brick Calendar;2017;Miscellaneous;Miscellaneous;Accessories;Normal;Box;LEGO exclusive;2780;10;40940
Picture Frame;2017;Miscellaneous;Miscellaneous;Photo frames;Normal;Box;LEGO exclusive;2680;;15130
LEGO Chess;2017;Miscellaneous;Miscellaneous;Games;Normal;Box;LEGO exclusive;14500;;39130
City Police Mission Pack;2017;City;Modern day;Police;Normal;Polybag;Promotional;480;10;9090
Scarif Stormtrooper;2017;Star Wars;Licensed;Rogue One;Normal;Polybag;LEGO exclusive;250;10;79600
City Jungle Explorer Kit;2017;City;Modern day;Jungle;Normal;Polybag;LEGO exclusive;400;10;9820
Iconic VIP Set;2017;Promotional;Miscellaneous;LEGO brand stores;Normal;Polybag;LEGO exclusive;2050;20;99830
Year of the Rooster;2017;Seasonal;Miscellaneous;Chinese Traditional Festivals;Normal;Box;Retail - limited;1570;;13250
Romantic Valentine Picnic;2017;Seasonal;Miscellaneous;Valentine's Day;Normal;Box;LEGO exclusive;1260;20;56690
Easter Egg Hunt;2017;Seasonal;Miscellaneous;Easter;Normal;Box;LEGO exclusive;1450;20;60990
Narwhal;2017;Promotional;Miscellaneous;Monthly Mini Model Build;Normal;Polybag;LEGO exclusive;450;;6070
Raccoon;2017;Promotional;Miscellaneous;Monthly Mini Model Build;Normal;Polybag;LEGO exclusive;470;;6250
Platypus;2017;Promotional;Miscellaneous;Monthly Mini Model Build;Normal;Polybag;LEGO exclusive;360;;6140
Baby Chick;2017;Promotional;Miscellaneous;Monthly Mini Model Build;Normal;Polybag;LEGO exclusive;540;;6770
Race Car;2017;Promotional;Miscellaneous;Monthly Mini Model Build;Normal;Polybag;LEGO exclusive;520;;5480
Dragonfly;2017;Promotional;Miscellaneous;Monthly Mini Model Build;Normal;Polybag;LEGO exclusive;370;;6440
Octopus;2017;Promotional;Miscellaneous;Monthly Mini Model Build;Normal;Polybag;LEGO exclusive;490;;5980
Tropical Fish;2017;Promotional;Miscellaneous;Monthly Mini Model Build;Normal;Polybag;LEGO exclusive;320;;6000
Dinosaur;2017;Promotional;Miscellaneous;Monthly Mini Model Build;Normal;Polybag;LEGO exclusive;430;;5140
Robot;2017;Promotional;Miscellaneous;Monthly Mini Model Build;Normal;Polybag;LEGO exclusive;540;;4980
St. Bernard Dog;2017;Promotional;Miscellaneous;Monthly Mini Model Build;Normal;Polybag;LEGO exclusive;450;;4600
Train;2017;Promotional;Miscellaneous;Monthly Mini Model Build;Normal;Polybag;LEGO exclusive;560;;5100
Mini Piggy Bank;2017;Creator;Model making;Promotional;Normal;Box;LEGO exclusive;2480;;41490
Mini Volkswagen Beetle;2017;Creator;Model making;Promotional;Normal;Box;LEGO exclusive;1410;;73730
Christmas Build-Up;2017;Seasonal;Miscellaneous;Christmas;Normal;Box;LEGO exclusive;2540;;58320
Nutcracker;2017;Seasonal;Miscellaneous;Christmas;Normal;Box;LEGO exclusive;2300;;87060
Create The World;2017;Promotional;Miscellaneous;;Normal;Box;Retail - limited;1030;20;8430
Halloween Haunt;2017;Seasonal;Miscellaneous;Halloween;Normal;Box;LEGO exclusive;1450;20;53770
Thanksgiving Harvest;2017;Seasonal;Miscellaneous;Thanksgiving;Normal;Box;LEGO exclusive;1330;20;46200
Christmas Train Ride;2017;Seasonal;Miscellaneous;Christmas;Normal;Box;LEGO exclusive;1690;30;75970
Christmas Town Square;2017;Seasonal;Miscellaneous;Christmas;Normal;Box;LEGO exclusive;1790;30;57330
Build My Heartlake City Accessory Set;2017;Friends;Modern day;Miscellaneous;Normal;Box;LEGO exclusive;1210;;8610
Tic-Tac-Toe;2017;Friends;Modern day;Miscellaneous;Normal;Polybag;LEGO exclusive;580;;20030
Mini Keepsake Box;2017;Friends;Modern day;Accessories;Normal;Box;LEGO exclusive;1050;;9600
Find A Pair Pack;2017;Duplo;Pre-school;;Normal;Polybag;LEGO exclusive;50;10;1140
R3-M2;2017;Star Wars;Licensed;Rogue One;Normal;Polybag;Promotional;210;10;82390
Photo frame;2017;Duplo;Pre-school;;Normal;Polybag;{Not specified};70;10;940
LEGO House Chef;2017;Promotional;Miscellaneous;LEGO House;Normal;Polybag;Retail - limited;60;10;5540
LEGO House Build Your Meal Brick Bag;2017;Promotional;Miscellaneous;LEGO House;Normal;Polybag;Retail - limited;190;;10290
LEGO House 6 DUPLO Bricks;2017;Promotional;Miscellaneous;LEGO House;Normal;Polybag;Retail - limited;60;;5850
Lester;2017;Promotional;Miscellaneous;LEGO brand stores;Normal;Polybag;LEGO exclusive;50;10;42270
Berry's Kitchen;2017;Disney;Licensed;Palace Pets;Normal;Box;Retail;610;;8700
Petite's Royal Stable;2017;Disney;Licensed;Palace Pets;Normal;Box;Retail;750;;6920
Ariel and the Magical Spell;2017;Disney;Licensed;The Little Mermaid;Normal;Box;Retail;2220;20;16370
Cinderella's Enchanted Evening;2017;Disney;Licensed;Cinderella;Normal;Box;Retail;3500;20;13460
Anna's Snow Adventure;2017;Disney;Licensed;Frozen;Normal;Box;Retail;1530;10;12060
Elsa's Magical Ice Palace;2017;Disney;Licensed;Frozen;Normal;Box;Retail;7010;70;20500
Moana's Island Adventure;2017;Disney;Licensed;Moana;Normal;Box;Retail;2050;10;18620
Moana's Ocean Voyage;2017;Disney;Licensed;Moana;Normal;Box;Retail;3070;20;36300
Naida's Gondola & the Goblin Thief;2017;Elves;Action/Adventure;;Normal;Box;Retail;670;20;17090
The Capture of Sophie Jones;2017;Elves;Action/Adventure;;Normal;Box;Retail;2260;20;18220
The Goblin King's Evil Dragon;2017;Elves;Action/Adventure;;Normal;Box;Retail;3390;20;22750
Aira's Airship & the Amulet Chase;2017;Elves;Action/Adventure;;Normal;Box;Retail;3430;30;18270
Magic Rescue from the Goblin Village;2017;Elves;Action/Adventure;;Normal;Box;Retail;6370;50;15070
Azari & the Goblin Forest Escape;2017;Elves;Action/Adventure;;Normal;Box;Retail;1450;20;18790
Rosalyn's Healing Hideout;2017;Elves;Action/Adventure;;Normal;Box;Retail;4600;30;19550
Breakout from the Goblin King's Fortress;2017;Elves;Action/Adventure;;Normal;Box;Retail;6950;40;14760
Batgirl Batjet Chase;2017;DC Super Hero Girls;Licensed;;Normal;Box;Retail;2060;10;21210
Harley Quinn to the Rescue;2017;DC Super Hero Girls;Licensed;;Normal;Box;Retail;2170;20;18180
Super Hero High School;2017;DC Super Hero Girls;Licensed;;Normal;Box;Retail;7120;50;15760
Lashina Tank;2017;DC Super Hero Girls;Licensed;;Normal;Box;Retail;1450;20;17570
Bumblebee Helicopter;2017;DC Super Hero Girls;Licensed;;Normal;Box;Retail;1420;30;16550
Wonder Woman Dorm Room;2017;DC Super Hero Girls;Licensed;;Normal;Box;Retail;1860;10;19810
Harley Quinn Dorm;2017;DC Super Hero Girls;Licensed;;Normal;Box;Retail;1760;10;7830
Batgirl Secret Bunker;2017;DC Super Hero Girls;Licensed;;Normal;Box;Retail;3510;20;6470
Lena Luthor Kryptomite Factory;2017;DC Super Hero Girls;Licensed;;Normal;Box;Retail;4320;20;6320
Eclipso Dark Palace;2017;DC Super Hero Girls;Licensed;;Normal;Box;Retail;10780;30;7180
Puppy Championship;2017;Friends;Modern day;Dog Show;Normal;Box;Retail;1850;10;11510
Puppy Parade;2017;Friends;Modern day;Dog Show;Normal;Box;Retail;1450;10;11250
Puppy Pampering;2017;Friends;Modern day;Dog Show;Normal;Box;Retail;450;;15560
Puppy Playground;2017;Friends;Modern day;Dog Show;Normal;Box;Retail;620;;14850
Puppy Treats & Tricks;2017;Friends;Modern day;Dog Show;Normal;Box;Retail;450;;14080
Emma's Photo Studio;2017;Friends;Modern day;Art;Normal;Box;{Not specified};960;10;18370
Mia's Beach Scooter;2017;Friends;Modern day;Beach;Normal;Box;Retail;790;10;17780
Olivia's Creative Lab;2017;Friends;Modern day;Science;Normal;Box;Retail;910;10;20210
Stephanie's Friendship Cakes;2017;Friends;Modern day;Baking;Normal;Box;Retail;940;10;17880
Andrea's Musical Duet;2017;Friends;Modern day;Music;Normal;Box;Retail;860;10;11360
Heartlake Gift Delivery;2017;Friends;Modern day;Party;Normal;Box;Retail;1850;10;15020
Heartlake Pizzeria;2017;Friends;Modern day;Heartlake City;Normal;Box;Retail;2890;20;32810
Heartlake Sports Center;2017;Friends;Modern day;Heartlake City;Normal;Box;Retail;3280;20;10470
Heartlake Summer Pool;2017;Friends;Modern day;Summer;Normal;Box;Retail;5890;20;21890
Stephanie's House;2017;Friends;Modern day;Houses;Normal;Box;Retail;6220;30;22850
Heartlake Surf Shop;2017;Friends;Modern day;Beach;Normal;Box;Retail;1860;10;21110
Andrea's Speedboat Transporter;2017;Friends;Modern day;Beach;Normal;Box;Retail;3090;20;13420
Sunshine Catamaran;2017;Friends;Modern day;Summer;Normal;Box;Retail;6030;30;21190
Heartlake Hospital;2017;Friends;Modern day;Heartlake City;Normal;Box;Retail;8710;50;21110
Snow Resort Hot Chocolate Van;2017;Friends;Modern day;Snow Resort;Normal;Box;Retail - limited;2460;20;14170
Heartlake Frozen Yogurt Shop;2017;Friends;Modern day;Heartlake City;Normal;Box;Retail - limited;3700;20;6680
Snow Resort Off-Roader;2017;Friends;Modern day;Snow Resort;Normal;Box;Retail;1410;10;12690
Snow Resort Ice Rink;2017;Friends;Modern day;Snow Resort;Normal;Box;Retail;3070;20;19700
Snow Resort Chalet;2017;Friends;Modern day;Snow Resort;Normal;Box;Retail;4020;20;24670
Snow Resort Ski Lift;2017;Friends;Modern day;Snow Resort;Normal;Box;Retail;5850;20;22450
Heartlake City Playground;2017;Friends;Modern day;Park;Normal;Box;Retail;3260;20;6870
Friends Advent Calendar;2017;Friends;Modern day;Seasonal;Normal;Box;Retail;2170;10;13180
Finn;2017;BrickHeadz;Licensed;Star Wars;Normal;Box;Retail - limited;910;;41140
Captain Phasma;2017;BrickHeadz;Licensed;Star Wars;Normal;Box;Retail - limited;1270;;41040
Lloyd;2017;BrickHeadz;Licensed;The LEGO Ninjago Movie;Normal;Box;Retail - limited;1020;;29090
Master Wu;2017;BrickHeadz;Licensed;The LEGO Ninjago Movie;Normal;Box;Retail - limited;890;;31150
Supergirl & Martian Manhunter;2017;BrickHeadz;Licensed;DC Comics Super Heroes;Normal;Box;Promotional;2340;;3180
Spider-Man & Venom;2017;BrickHeadz;Licensed;Marvel Super Heroes;Normal;Box;Promotional;1440;;3160
Boba Fett and Han Solo in Carbonite;2017;BrickHeadz;Licensed;Star Wars;Normal;Box;Promotional;3290;;6760
Batman;2017;BrickHeadz;Licensed;DC Comics Super Heroes;Normal;Box;LEGO exclusive;910;;78770
Batgirl;2017;BrickHeadz;Licensed;DC Comics Super Heroes;Normal;Box;LEGO exclusive;990;;60730
Robin;2017;BrickHeadz;Licensed;DC Comics Super Heroes;Normal;Box;LEGO exclusive;1010;;66420
The Joker;2017;BrickHeadz;Licensed;DC Comics Super Heroes;Normal;Box;LEGO exclusive;1510;;74380
Captain America;2017;BrickHeadz;Licensed;Marvel Super Heroes;Normal;Box;LEGO exclusive;790;;64730
Iron Man;2017;BrickHeadz;Licensed;Marvel Super Heroes;Normal;Box;LEGO exclusive;960;;69220
Black Widow;2017;BrickHeadz;Licensed;Marvel Super Heroes;Normal;Box;LEGO exclusive;1430;;60400
The Hulk;2017;BrickHeadz;Licensed;Marvel Super Heroes;Normal;Box;LEGO exclusive;930;;57750
Captain Jack Sparrow;2017;BrickHeadz;Licensed;Disney;Normal;Box;LEGO exclusive;1090;;60810
Captain Armando Salazar;2017;BrickHeadz;Licensed;Disney;Normal;Box;LEGO exclusive;1180;;52870
Belle;2017;BrickHeadz;Licensed;Disney;Normal;Box;LEGO exclusive;1390;;57460
Beast;2017;BrickHeadz;Licensed;Disney;Normal;Box;LEGO exclusive;1160;;59550
Ultralight Helicopter;2017;Technic;Technical;;Normal;Box;Retail;1990;;42370
Stunt Bike;2017;Technic;Technical;;Normal;Box;Retail;1400;;25530
Stunt Truck;2017;Technic;Technical;;Normal;Box;Retail;1420;;26930
Roadwork Crew;2017;Technic;Technical;;Normal;Box;Retail;3650;;29600
Telehandler;2017;Technic;Technical;;Normal;Box;Retail;2600;;25000
Container Yard;2017;Technic;Technical;;Normal;Box;Retail;6310;;23720
BMW R 1200 GS Adventure;2017;Technic;Technical;Licensed;Normal;Box;Retail;6030;;63290
Ocean Explorer;2017;Technic;Technical;;Normal;Box;Retail;13270;;30120
RC Tracked Racer;2017;Technic;Technical;;Normal;Box;Retail;3700;;59970
Air Race Jet;2017;Technic;Technical;;Normal;Box;Retail;11510;;25130
Airport Rescue Vehicle;2017;Technic;Technical;;Normal;Box;Retail;10940;;24760
Extreme Adventure;2017;Technic;Technical;;Normal;Box;Retail;23820;;31140
6x6 All Terrain Tow Truck;2017;Technic;Technical;;Normal;Box;Retail;18620;;36780
Our Town;2017;Education;Educational;Duplo;Normal;Box;{Not specified};2740;60;140
Community minifigure set;2017;Education;Educational;System;Normal;Box;Educational;1820;210;2350
Fantasy minifigure set;2017;Education;Educational;System;Normal;Box;Educational;2130;210;1820
STEAM Park;2017;Education;Educational;Duplo;Normal;Box;Educational;2950;30;350
Storage boxes, pack of 7;2017;Education;Educational;Storage;Normal;{Not specified};{Not specified};;;180
Medium storage, 8 pack;2017;Education;Educational;;Normal;{Not specified};{Not specified};;;160
Sorting trays, pack of 12;2017;Education;Educational;Storage;Normal;{Not specified};{Not specified};;;250
HYDRO DYNAMICS Challenge Kit;2017;Education;Educational;FIRST LEGO League Challenge;Normal;Box;Educational;20450;10;550
AQUA ADVENTURE Inspire Set;2017;Education;Educational;FIRST LEGO League Explore;Normal;Box;Educational;7100;;220
ATV Arrest;2017;City;Modern day;Police;Normal;Box;Retail;470;20;34070
Police Starter Set;2017;City;Modern day;Police;Normal;Box;Retail;800;40;46680
Tow Truck Trouble;2017;City;Modern day;Police;Normal;Box;Retail;1440;30;54730
High-speed Chase;2017;City;Modern day;Police;Normal;Box;Retail;2940;40;53340
Mobile Command Center;2017;City;Modern day;Police;Normal;Box;Retail;3740;40;48420
Bulldozer Break-In;2017;City;Modern day;Police;Normal;Box;Retail;5610;50;27600
Police Station;2017;City;Modern day;Police;Normal;Box;Retail;8940;70;44070
Money Transporter;2017;City;Modern day;Police;Normal;Box;Retail - limited;1380;20;21450
Auto Transport Heist;2017;City;Modern day;Police;Normal;Box;Retail;4030;40;8920
Race Plane;2017;City;Modern day;Racing;Normal;Box;Retail;890;10;42730
Buggy;2017;City;Modern day;Racing;Normal;Box;Retail;810;10;48150
Stunt Truck;2017;City;Modern day;Racing;Normal;Box;Retail;910;10;45100
Fishing Boat;2017;City;Modern day;Harbor;Normal;Box;Retail;1440;20;49130
ATV Race Team;2017;City;Modern day;Racing;Normal;Box;Retail;2390;20;66310
4x4 with Catamaran;2017;City;Modern day;Harbor;Normal;Box;Retail;1980;20;49340
Pizza Van;2017;City;Modern day;Traffic;Normal;Box;Retail;2490;20;176310
Dragster Transporter;2017;City;Modern day;Racing;Normal;Box;Retail;3330;20;26580
Sweeper & Excavator;2017;City;Modern day;Construction;Normal;Box;Retail;2990;20;38650
People Pack - Fun at the Beach;2017;City;Modern day;Beach;Normal;Box;Retail;1690;150;72170
Bus Station;2017;City;Modern day;Town;Normal;Box;Retail;3370;60;74600
City Advent Calendar;2017;City;Modern day;Seasonal;Normal;Box;Retail;2480;60;48050
Jungle Buggy;2017;City;Modern day;Jungle;Normal;Box;Retail;530;10;49380
Jungle Starter Set;2017;City;Modern day;Jungle;Normal;Box;Retail;880;30;68320
